-90.15106770,29.78169257,BA16-07
-90.15064045,29.77989530,BA16-08
-90.15025920,29.77813960,BA16-09
-90.14986232,29.77613780,BA16-10
-89.96179631,29.30332798,BA19-01
-89.96114141,29.30316200,BA19-02
-89.96050615,29.30302803,BA19-03
-89.95988214,29.30288304,BA19-04
-89.95936284,29.30278553,BA19-05
-89.95884454,29.30265422,BA19-06
-89.95841126,29.30254063,BA19-07
-89.95947650,29.30506765,BA19-08R
-89.95911706,29.30461077,BA19-09R
-89.95863810,29.30423684,BA19-10R
-89.95818458,29.30372144,BA19-11R
-89.95775070,29.30328090,BA19-12R
-89.95894787,29.30491581,BA19-13
-89.95791550,29.30381677,BA19-14
-89.95894750,29.30529685,BA19-15
-89.95829765,29.30459209,BA19-16
-89.95747827,29.30383611,BA19-17
-89.95909552,29.30568352,BA19-18
-89.95855381,29.30527886,BA19-19
-89.95817907,29.30499073,BA19-20
-89.95794083,29.30476208,BA19-21
-89.95778022,29.30443148,BA19-22
-89.97239363,29.30453614,BA19-23R
-89.97239440,29.30396571,BA19-24R
-89.97198240,29.30469817,BA19-25R
-89.97194620,29.30426895,BA19-26R
-89.97200889,29.30380139,BA19-27R
-89.97157283,29.30480387,BA19-28R
-89.97161509,29.30446211,BA19-29R
-89.97161120,29.30404940,BA19-30R
-89.97162052,29.30373395,BA19-31R
-89.97166168,29.30345079,BA19-32R
-89.96169174,29.30362323,BA19-33
-89.96168980,29.30368857,BA19-34
-89.96121619,29.30421892,BA19-35
-89.96117511,29.30417289,BA19-36
-89.96053403,29.30388772,BA19-37
-89.96053597,29.30382238,BA19-38
-89.95990631,29.30349914,BA19-39
-89.95996159,29.30343501,BA19-40
-89.95925546,29.30317541,BA19-41
-89.95928926,29.30311981,BA19-42
-89.95864501,29.30292024,BA19-43
-89.95870928,29.30292170,BA19-44
-89.95808724,29.30442270,BA19-45R
-89.96012832,29.30308256,BA19-46
-90.15534136,29.68769773,BA20-01
-90.13318374,29.68056579,BA20-03R
-90.11326988,29.66788054,BA20-04R
-90.12022038,29.70660921,BA20-05
-90.12954566,29.69045547,BA20-06
-90.11577866,29.69285295,BA20-07
-90.16067113,29.69514262,BA20-08
-90.15176281,29.69670999,BA20-09
-90.16583295,29.70264011,BA20-10
-90.14248411,29.71134218,BA20-11
-90.17811821,29.68804315,BA20-121
-90.17129574,29.69577147,BA20-122
-90.16532887,29.70196639,BA20-123
-90.16057060,29.70761422,BA20-124
-90.15767428,29.71245629,BA20-125
-90.15089330,29.71807377,BA20-126
-90.15251385,29.69709369,BA20-129
-90.13207370,29.69836602,BA20-13
-90.14653091,29.70383753,BA20-130
-90.14354203,29.70907864,BA20-131
-90.13856025,29.71501615,BA20-132
-90.14097849,29.69290360,BA20-134
-90.13655757,29.69844281,BA20-135
-90.13156766,29.70408226,BA20-136
-90.12653602,29.71069015,BA20-137
-90.12310334,29.71618715,BA20-138
-90.12693812,29.71244184,BA20-14
-90.12963761,29.68472574,BA20-140
-90.12728447,29.68890021,BA20-141
-90.12369656,29.69414362,BA20-142
-90.11744736,29.70061196,BA20-143
-90.12480905,29.67462767,BA20-144
-90.12006431,29.68131376,BA20-145
-90.11277101,29.68805908,BA20-146
-90.11256008,29.69389664,BA20-147
-90.18650500,29.69013829,BA20-148R
-90.19279349,29.69744453,BA20-149R
-90.20008958,29.70274921,BA20-150R
-90.20316568,29.70766449,BA20-151R
-90.19183676,29.70875719,BA20-152R
-90.19677837,29.71285534,BA20-153R
-90.12225999,29.66497585,BA20-155R
